IND,SOC_LABEL,SEX,RACE_HISP,TOTALS
1270,Office and Administrative Support Occupations,2,Hispanic White,192
1270,Office and Administrative Support Occupations,2,Non-Hispanic Asian,30
1270,Office and Administrative Support Occupations,2,Non-Hispanic Black,143
1270,Office and Administrative Support Occupations,2,Non-Hispanic White,250
1270,Production Occupations,1,Hispanic AIAN,41
1270,Production Occupations,1,Hispanic Multiracial,55
1270,Production Occupations,1,Hispanic Other,1021
1270,Production Occupations,1,Hispanic White,1143
1270,Production Occupations,1,Non-Hispanic Asian,482
1270,Production Occupations,1,Non-Hispanic Black,528
1270,Production Occupations,1,Non-Hispanic White,662
1270,Production Occupations,2,Hispanic Black,8
1270,Production Occupations,2,Hispanic Multiracial,24
1270,Production Occupations,2,Hispanic Other,778
1270,Production Occupations,2,Hispanic White,860
1270,Production Occupations,2,Non-Hispanic Asian,15
1270,Production Occupations,2,Non-Hispanic Black,680
1270,Production Occupations,2,Non-Hispanic Multiracial,103
1270,Production Occupations,2,Non-Hispanic White,630
1270,Protective Service Occupations,1,Non-Hispanic Black,102
1270,Sales and Related Occupations,1,Hispanic Other,14
1270,Sales and Related Occupations,1,Hispanic White,39
1270,Sales and Related Occupations,1,Non-Hispanic Asian,14
1270,Sales and Related Occupations,1,Non-Hispanic Black,26
1270,Sales and Related Occupations,1,Non-Hispanic White,148
1270,Sales and Related Occupations,2,Hispanic White,117
1270,Sales and Related Occupations,2,Non-Hispanic Asian,26
1270,Sales and Related Occupations,2,Non-Hispanic White,68
1270,Tarnsportation and Material Moving Occupations,1,Hispanic Multiracial,15
1270,Tarnsportation and Material Moving Occupations,1,Hispanic Other,476
1270,Tarnsportation and Material Moving Occupations,1,Hispanic White,572
1270,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Black,116
1270,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Multiracial,44
1270,Tarnsportation and Material Moving Occupations,1,Non-Hispanic White,432
1270,Tarnsportation and Material Moving Occupations,2,Hispanic Multiracial,43
1270,Tarnsportation and Material Moving Occupations,2,Hispanic Other,75
1270,Tarnsportation and Material Moving Occupations,2,Hispanic White,259
1270,Tarnsportation and Material Moving Occupations,2,Non-Hispanic Asian,53
1270,Tarnsportation and Material Moving Occupations,2,Non-Hispanic Black,109
1270,Tarnsportation and Material Moving Occupations,2,Non-Hispanic White,93
1280,Architecture and Engineering Occupations,1,Hispanic White,69
1280,Architecture and Engineering Occupations,1,Non-Hispanic White,113
1280,Architecture and Engineering Occupations,2,Hispanic Other,33
1280,Architecture and Engineering Occupations,2,Non-Hispanic White,27
1280,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic Other,15
1280,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic White,69
1280,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Black,63
1280,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic White,76
1280,Building and Grounds Cleaning and Maintenance Occupations,2,Hispanic Other,48
1280,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic White,39
1280,Business and Financial Operations Occupations,1,Hispanic Other,32
1280,Business and Financial Operations Occupations,1,Hispanic White,15
1280,Business and Financial Operations Occupations,1,Non-Hispanic Asian,74
1280,Business and Financial Operations Occupations,1,Non-Hispanic Black,48
1280,Business and Financial Operations Occupations,1,Non-Hispanic White,189
1280,Business and Financial Operations Occupations,2,Hispanic Other,54
1280,Business and Financial Operations Occupations,2,Hispanic White,28
1280,Business and Financial Operations Occupations,2,Non-Hispanic Asian,22
1280,Business and Financial Operations Occupations,2,Non-Hispanic White,336
1280,Computer and Mathematical Occupations,1,Non-Hispanic Asian,33
1280,Computer and Mathematical Occupations,1,Non-Hispanic White,66
1280,Computer and Mathematical Occupations,2,Non-Hispanic White,27
1280,Construction and Extraction Occupations,1,Hispanic Other,18
1280,Construction and Extraction Occupations,1,Non-Hispanic White,13
1280,"Educations, Library, and Training Occupations",2,Non-Hispanic White,30
1280,"Farming, Fishing, and Forestry Occupations",2,Hispanic White,73
1280,"Farming, Fishing, and Forestry Occupations",2,Non-Hispanic Black,22
1280,Food Preparation and Service Occupations,2,Hispanic White,15
1280,Healthcare Practitioners and Technical Occupations,2,Hispanic White,88
1280,"Installation, Maintenance, and Repair Occupations",1,Hispanic Other,41
1280,"Installation, Maintenance, and Repair Occupations",1,Hispanic White,14
1280,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic Black,67
1280,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,184
1280,Legal Occupations,1,Non-Hispanic White,4
1280,"Life, Physical, and Social Science Occupations",1,Hispanic Black,16
1280,"Life, Physical, and Social Science Occupations",1,Non-Hispanic White,104
1280,"Life, Physical, and Social Science Occupations",2,Hispanic Other,52
1280,"Life, Physical, and Social Science Occupations",2,Hispanic White,29
1280,"Life, Physical, and Social Science Occupations",2,Non-Hispanic Asian,22
1280,"Life, Physical, and Social Science Occupations",2,Non-Hispanic White,164
1280,Management Occupations,1,Hispanic White,39
1280,Management Occupations,1,Non-Hispanic Asian,28
1280,Management Occupations,1,Non-Hispanic Black,23
1280,Management Occupations,1,Non-Hispanic White,751
1280,Management Occupations,2,Hispanic Other,39
1280,Management Occupations,2,Hispanic White,56
1280,Management Occupations,2,Non-Hispanic Asian,45
1280,Management Occupations,2,Non-Hispanic Black,42
1280,Management Occupations,2,Non-Hispanic White,240
1280,Office and Administrative Support Occupations,1,Hispanic Other,44
1280,Office and Administrative Support Occupations,1,Hispanic White,91
1280,Office and Administrative Support Occupations,1,Non-Hispanic Black,93
1280,Office and Administrative Support Occupations,1,Non-Hispanic White,253
1280,Office and Administrative Support Occupations,2,Hispanic Other,30
1280,Office and Administrative Support Occupations,2,Hispanic White,40
1280,Office and Administrative Support Occupations,2,Non-Hispanic Black,52
1280,Office and Administrative Support Occupations,2,Non-Hispanic White,328
1280,Production Occupations,1,Hispanic AIAN,41
1280,Production Occupations,1,Hispanic Multiracial,29
1280,Production Occupations,1,Hispanic Other,521
1280,Production Occupations,1,Hispanic White,526
1280,Production Occupations,1,Non-Hispanic Asian,103
1280,Production Occupations,1,Non-Hispanic Black,270
1280,Production Occupations,1,Non-Hispanic Multiracial,57
1280,Production Occupations,1,Non-Hispanic White,482
1280,Production Occupations,2,Hispanic AIAN,36
1280,Production Occupations,2,Hispanic Multiracial,29
1280,Production Occupations,2,Hispanic Other,511
1280,Production Occupations,2,Hispanic White,923
1280,Production Occupations,2,Non-Hispanic Asian,178
1280,Production Occupations,2,Non-Hispanic Black,334
1280,Production Occupations,2,Non-Hispanic White,288
1280,Protective Service Occupations,2,Non-Hispanic White,15
1280,Sales and Related Occupations,1,Hispanic Other,73
1280,Sales and Related Occupations,1,Non-Hispanic White,292
1280,Sales and Related Occupations,2,Hispanic Other,71
1280,Sales and Related Occupations,2,Non-Hispanic White,148
1280,Tarnsportation and Material Moving Occupations,1,Hispanic Multiracial,47
1280,Tarnsportation and Material Moving Occupations,1,Hispanic Other,432
1280,Tarnsportation and Material Moving Occupations,1,Hispanic White,150
1280,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Asian,51
1280,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Black,436
1280,Tarnsportation and Material Moving Occupations,1,Non-Hispanic White,489
1280,Tarnsportation and Material Moving Occupations,2,Hispanic Other,138
1280,Tarnsportation and Material Moving Occupations,2,Hispanic White,237
1280,Tarnsportation and Material Moving Occupations,2,Non-Hispanic Asian,14
1280,Tarnsportation and Material Moving Occupations,2,Non-Hispanic Black,45
1280,Tarnsportation and Material Moving Occupations,2,Non-Hispanic Multiracial,11
1280,Tarnsportation and Material Moving Occupations,2,Non-Hispanic White,27
1290,Architecture and Engineering Occupations,1,Non-Hispanic Asian,18
1290,Architecture and Engineering Occupations,1,Non-Hispanic White,26
1290,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic White,158
1290,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic Other,32
1290,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic White,58
1290,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic White,60
1290,Business and Financial Operations Occupations,1,Non-Hispanic White,33
1290,Business and Financial Operations Occupations,2,Non-Hispanic White,44
1290,Computer and Mathematical Occupations,2,Non-Hispanic Black,35
1290,Food Preparation and Service Occupations,1,Hispanic Other,58
1290,Food Preparation and Service Occupations,1,Non-Hispanic Black,72
1290,Food Preparation and Service Occupations,2,Non-Hispanic Asian,55
1290,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,31
1290,Legal Occupations,2,Non-Hispanic White,13
1290,"Life, Physical, and Social Science Occupations",2,Non-Hispanic Black,35
1290,Management Occupations,1,Hispanic White,39
1290,Management Occupations,1,Non-Hispanic Black,25
1290,Management Occupations,1,Non-Hispanic White,147
1290,Management Occupations,2,Non-Hispanic White,137
1290,Office and Administrative Support Occupations,1,Hispanic Other,63
1290,Office and Administrative Support Occupations,1,Hispanic White,53
1290,Office and Administrative Support Occupations,1,Non-Hispanic White,41
1290,Office and Administrative Support Occupations,2,Hispanic White,60
1290,Office and Administrative Support Occupations,2,Non-Hispanic White,51
1290,Production Occupations,1,Hispanic Other,225
1290,Production Occupations,1,Hispanic White,90
1290,Production Occupations,1,Non-Hispanic Asian,61
1290,Production Occupations,1,Non-Hispanic Black,75
1290,Production Occupations,1,Non-Hispanic White,53
1290,Production Occupations,2,Hispanic Asian,17
1290,Production Occupations,2,Hispanic Other,70
1290,Production Occupations,2,Hispanic White,124
1290,Production Occupations,2,Non-Hispanic Black,67
1290,Production Occupations,2,Non-Hispanic White,111
1290,Sales and Related Occupations,1,Non-Hispanic White,12
1290,Tarnsportation and Material Moving Occupations,1,Hispanic Other,110
1290,Tarnsportation and Material Moving Occupations,1,Hispanic White,36
1290,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Black,25
1290,Tarnsportation and Material Moving Occupations,1,Non-Hispanic White,45
1290,Tarnsportation and Material Moving Occupations,2,Hispanic White,135
1290,Tarnsportation and Material Moving Occupations,2,Non-Hispanic Black,67
1370,Architecture and Engineering Occupations,1,Hispanic White,23
1370,Architecture and Engineering Occupations,1,Non-Hispanic Black,52
1370,Architecture and Engineering Occupations,1,Non-Hispanic White,44
1370,Architecture and Engineering Occupations,2,Hispanic White,13
1370,Architecture and Engineering Occupations,2,Non-Hispanic White,34
1370,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic White,53
1370,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic White,54
1370,Business and Financial Operations Occupations,1,Hispanic Other,61
1370,Business and Financial Operations Occupations,1,Hispanic White,31
1370,Business and Financial Operations Occupations,1,Non-Hispanic Asian,19
1370,Business and Financial Operations Occupations,1,Non-Hispanic Black,17
1370,Business and Financial Operations Occupations,1,Non-Hispanic White,318
1370,Business and Financial Operations Occupations,2,Hispanic White,76
1370,Business and Financial Operations Occupations,2,Non-Hispanic Black,62
1370,Business and Financial Operations Occupations,2,Non-Hispanic White,103
1370,Computer and Mathematical Occupations,1,Non-Hispanic Asian,39
1370,Computer and Mathematical Occupations,1,Non-Hispanic White,48
1370,Computer and Mathematical Occupations,2,Non-Hispanic Asian,21
1370,Computer and Mathematical Occupations,2,Non-Hispanic Black,20
1370,Computer and Mathematical Occupations,2,Non-Hispanic White,16
1370,Construction and Extraction Occupations,1,Non-Hispanic White,12
1370,Food Preparation and Service Occupations,1,Non-Hispanic White,115
1370,Food Preparation and Service Occupations,2,Non-Hispanic White,117
1370,Healthcare Practitioners and Technical Occupations,2,Hispanic White,25
1370,"Installation, Maintenance, and Repair Occupations",1,Hispanic Other,44
1370,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic Black,11
1370,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic Multiracial,24
1370,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,193
1370,Legal Occupations,2,Non-Hispanic Asian,20
1370,Legal Occupations,2,Non-Hispanic White,17
1370,"Life, Physical, and Social Science Occupations",1,Non-Hispanic Asian,6
1370,"Life, Physical, and Social Science Occupations",2,Non-Hispanic Black,60
1370,"Life, Physical, and Social Science Occupations",2,Non-Hispanic White,13
1370,Management Occupations,1,Hispanic Multiracial,116
1370,Management Occupations,1,Hispanic Other,22
1370,Management Occupations,1,Hispanic White,103
1370,Management Occupations,1,Non-Hispanic Black,15
1370,Management Occupations,1,Non-Hispanic White,939
1370,Management Occupations,2,Hispanic White,15
1370,Management Occupations,2,Non-Hispanic Asian,20
1370,Management Occupations,2,Non-Hispanic Black,22
1370,Management Occupations,2,Non-Hispanic White,407
1370,Office and Administrative Support Occupations,1,Hispanic White,7
1370,Office and Administrative Support Occupations,1,Non-Hispanic Asian,37
1370,Office and Administrative Support Occupations,1,Non-Hispanic Black,178
1370,Office and Administrative Support Occupations,1,Non-Hispanic White,184
1370,Office and Administrative Support Occupations,2,Hispanic Other,55
